age,gender,height_m,weight_kg,seatbelt,ride_drunkdriver,drive_drunk,drive_text,carried_weapon,unsafe_school,bullied,sad,days_smoke,days_drink
17,female,1.52,57.15,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.7,72.58,sometimes,no,0 times,0 days,no,no,no,no,0,0
15,male,1.83,61.24,most of the time,yes,0 times,0 days,yes,no,no,no,30,5
17,male,1.88,71.67,always,yes,not drive,not drive,no,no,no,yes,0,0
17,male,1.65,90.72,most of the time,no,not drive,not drive,yes,no,no,yes,0,0
17,male,1.73,64.41,always,no,1 time,0 days,yes,yes,yes,yes,3,7
15,female,1.6,79.38,most of the time,yes,0 times,0 days,yes,no,no,no,0,5
16,female,1.65,52.62,most of the time,no,0 times,3 to 5 days,no,no,no,yes,2,1
17,female,1.63,47.63,sometimes,yes,0 times,0 days,no,no,no,yes,0,0
17,female,1.68,63.5,always,yes,0 times,1 or 2 days,no,no,no,yes,30,1
16,female,1.6,50.35,sometimes,no,not drive,not drive,no,no,no,no,0,0
16,female,1.32,49.9,rarely,yes,0 times,0 days,no,no,no,no,0,0
17,female,1.5,54.43,most of the time,no,not drive,not drive,no,no,no,no,0,14
17,male,1.73,61.24,most of the time,yes,0 times,0 days,yes,no,no,yes,30,10
17,male,1.73,69.4,most of the time,yes,0 times,0 days,no,no,no,no,2,2
17,male,1.83,92.53,most of the time,no,0 times,10 to 19 days,yes,no,no,no,1,7
17,male,1.73,75.75,most of the time,no,not drive,not drive,no,no,no,no,8,5
17,female,1.63,72.58,always,no,0 times,1 or 2 days,no,no,no,no,0,4
17,female,1.52,52.62,always,yes,0 times,6 to 9 days,no,no,no,yes,0,4
17,female,1.6,86.18,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.68,54.43,always,yes,0 times,3 to 5 days,no,no,yes,yes,0,1
17,female,1.5,59.88,most of the time,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.68,76.66,sometimes,yes,0 times,10 to 19 days,no,no,no,yes,0,6
17,female,1.68,66.68,always,no,0 times,0 days,no,no,no,no,0,2
17,female,1.68,99.79,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.55,70.31,rarely,yes,2 or 3 times,20 to 29 days,no,no,no,yes,1,15
17,female,1.5,41.28,always,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.52,51.71,always,no,not drive,not drive,no,no,no,yes,0,1
17,female,1.55,49.44,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.8,64.41,most of the time,no,0 times,0 days,no,no,no,no,0,1
17,male,1.68,51.26,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.68,62.6,always,yes,0 times,0 days,no,no,no,no,0,0
17,male,1.7,65.32,sometimes,no,0 times,0 days,no,no,no,no,0,1
15,female,1.6,46.27,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.63,56.7,always,no,0 times,0 days,no,no,no,yes,0,1
15,female,1.63,60.33,always,no,not drive,not drive,no,no,yes,yes,0,1
15,female,1.57,51.71,always,no,0 times,0 days,yes,no,no,yes,0,0
15,female,1.55,48.99,always,yes,0 times,0 days,no,no,no,no,0,1
15,female,1.68,56.7,always,no,0 times,0 days,no,no,no,yes,0,0
14,female,1.57,40.82,always,no,not drive,not drive,no,no,no,no,0,2
14,female,1.65,45.81,always,no,0 times,0 days,no,no,no,no,0,0
14,male,1.63,57.61,most of the time,no,not drive,not drive,no,no,yes,no,0,0
15,male,1.6,54.43,rarely,no,0 times,0 days,no,no,no,no,0,0
14,male,1.78,105.69,most of the time,yes,0 times,0 days,yes,no,no,yes,3,6
14,male,1.55,60.33,most of the time,no,1 time,all 30 days,yes,yes,no,no,8,9
14,male,1.5,44,always,no,0 times,0 days,yes,yes,no,yes,3,8
15,male,1.8,66.68,always,no,not drive,not drive,yes,yes,no,yes,0,1
15,male,1.68,65.77,rarely,yes,not drive,not drive,no,no,no,yes,1,19
14,female,1.52,44,always,no,0 times,0 days,no,no,no,yes,0,2
14,female,1.47,40.82,always,no,0 times,0 days,no,no,no,no,0,2
15,female,1.57,44,most of the time,no,0 times,0 days,no,no,no,no,0,0
14,female,1.68,68.04,always,yes,not drive,not drive,no,no,no,no,0,0
15,female,1.47,46.27,always,yes,0 times,0 days,no,yes,no,no,0,2
14,female,1.5,53.07,always,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.55,46.72,always,yes,not drive,not drive,no,no,no,yes,0,0
16,male,1.7,68.04,most of the time,no,not drive,not drive,no,no,no,no,0,0
15,male,1.75,63.5,always,no,not drive,not drive,no,no,no,no,0,0
14,male,1.57,111.13,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.78,49.44,rarely,no,not drive,not drive,no,no,yes,no,0,0
14,male,1.6,62.6,always,yes,not drive,not drive,no,no,no,yes,0,0
15,male,1.6,56.7,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.8,92.99,always,no,not drive,not drive,no,no,no,no,0,0
14,male,1.65,62.6,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.78,64.86,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.83,81.65,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.7,53.52,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.73,74.84,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.73,63.5,always,no,not drive,not drive,yes,yes,no,yes,0,0
17,male,1.75,67.13,always,yes,0 times,0 days,no,no,no,no,0,1
16,male,1.63,52.16,never,no,not drive,not drive,no,no,no,no,0,0
17,male,1.83,65.77,always,no,not drive,not drive,no,no,no,no,0,1
17,female,1.63,48.08,always,yes,not drive,not drive,no,no,no,no,0,1
16,female,1.78,72.58,always,no,0 times,0 days,no,no,no,no,1,0
17,female,1.63,57.15,most of the time,no,0 times,1 or 2 days,no,no,no,no,0,2
17,female,1.65,47.63,always,no,0 times,0 days,no,no,no,yes,0,1
16,female,1.63,62.14,always,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.6,90.72,always,no,0 times,0 days,no,no,no,yes,0,0
16,female,1.57,44.45,most of the time,no,not drive,not drive,no,no,no,yes,0,1
16,female,1.65,53.07,always,yes,0 times,10 to 19 days,no,no,no,yes,5,5
17,female,1.55,54.43,sometimes,yes,not drive,not drive,no,no,yes,yes,0,0
17,female,1.52,45.36,most of the time,yes,not drive,not drive,no,no,no,yes,0,5
17,female,1.65,64.41,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.55,55.79,always,yes,4 or 5 times,0 days,no,no,no,no,0,9
17,female,1.55,49.9,always,no,not drive,not drive,no,no,no,no,0,4
17,female,1.63,58.97,always,yes,0 times,0 days,no,no,no,yes,0,7
17,female,1.55,67.13,always,no,not drive,not drive,no,no,no,no,0,1
16,female,1.6,54.43,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.65,56.25,always,no,0 times,0 days,yes,no,yes,yes,0,0
17,female,1.5,53.52,always,no,0 times,0 days,no,no,no,no,0,1
16,female,1.6,52.16,always,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.63,60.33,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.5,42.64,sometimes,no,0 times,6 to 9 days,no,no,no,no,0,0
16,female,1.63,56.25,most of the time,no,not drive,not drive,yes,no,no,no,0,2
15,female,1.57,42.18,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.6,81.65,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.6,47.63,sometimes,yes,0 times,0 days,no,no,no,no,0,0
15,female,1.65,59.88,always,yes,not drive,not drive,no,no,no,yes,0,0
16,female,1.52,52.16,always,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.57,53.07,sometimes,yes,not drive,not drive,no,no,no,yes,0,4
15,female,1.63,62.14,always,no,not drive,not drive,no,no,no,yes,0,2
15,female,1.52,45.81,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.68,58.97,most of the time,yes,0 times,6 to 9 days,yes,no,no,no,0,1
15,male,1.7,59.88,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.78,72.58,most of the time,no,0 times,1 or 2 days,no,no,no,no,3,6
16,male,1.63,58.97,always,no,0 times,0 days,no,no,yes,yes,0,0
16,male,1.52,44.91,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,77.11,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.78,86.18,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.83,68.04,always,yes,0 times,20 to 29 days,no,no,yes,no,0,0
16,male,1.88,83.01,always,no,0 times,0 days,no,no,no,no,0,2
16,male,1.73,52.16,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.52,39.46,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.63,81.65,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.88,63.5,always,no,0 times,1 or 2 days,no,no,no,no,0,0
17,male,1.85,99.34,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.57,72.58,most of the time,no,0 times,0 days,no,no,no,yes,0,2
17,female,1.57,58.97,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.52,53.52,most of the time,yes,0 times,0 days,no,no,no,no,0,2
17,female,1.52,57.15,always,no,not drive,not drive,no,no,no,no,0,0
16,female,1.68,58.97,always,no,not drive,not drive,no,no,no,no,0,0
16,female,1.6,52.16,always,no,not drive,not drive,no,no,no,no,0,0
16,female,1.52,54.43,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.6,59.88,most of the time,yes,0 times,1 or 2 days,yes,yes,no,yes,5,15
17,female,1.5,66.23,most of the time,yes,not drive,not drive,no,no,no,no,0,0
17,male,1.83,92.99,most of the time,yes,0 times,1 or 2 days,no,no,no,yes,0,17
17,male,1.7,87.54,always,yes,0 times,0 days,yes,no,no,no,0,9
17,male,1.78,60.78,always,no,not drive,not drive,no,no,no,yes,0,0
16,male,1.73,75.75,always,no,0 times,10 to 19 days,no,no,no,no,0,3
16,male,1.65,50.35,always,no,not drive,not drive,no,no,no,no,0,1
16,male,1.83,81.65,always,no,0 times,0 days,no,no,no,no,0,1
16,male,1.7,99.79,always,no,not drive,not drive,yes,no,no,no,0,0
16,male,1.7,58.97,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.7,61.69,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.68,67.59,most of the time,no,not drive,not drive,no,no,no,no,0,0
16,male,1.68,58.97,rarely,no,0 times,0 days,no,no,no,yes,0,1
15,female,1.6,58.97,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.7,59.88,always,no,not drive,not drive,no,no,no,yes,0,19
15,female,1.7,67.13,most of the time,no,not drive,not drive,no,yes,yes,yes,0,1
16,female,1.78,88.45,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.68,77.11,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.57,49.9,always,no,0 times,0 days,no,no,no,yes,0,0
15,female,1.57,58.97,always,yes,not drive,not drive,no,no,no,no,0,1
16,female,1.68,78.93,most of the time,yes,not drive,not drive,no,yes,no,yes,0,1
16,female,1.63,48.54,always,no,0 times,0 days,no,no,no,yes,0,5
15,male,1.7,56.25,most of the time,no,0 times,0 days,no,no,no,no,0,1
15,male,1.7,60.78,sometimes,no,not drive,not drive,no,no,no,yes,0,0
16,male,1.63,60.78,always,yes,0 times,0 days,no,yes,no,yes,1,1
16,male,1.73,78.02,always,yes,not drive,not drive,no,no,no,no,0,0
15,male,1.8,77.11,rarely,no,not drive,not drive,no,no,no,no,0,0
16,male,1.75,58.97,always,no,0 times,0 days,yes,no,yes,yes,0,1
16,male,1.7,74.84,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.65,57.15,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.8,70.31,most of the time,yes,not drive,not drive,no,no,no,no,0,2
14,male,1.78,56.7,always,no,0 times,0 days,no,no,yes,no,0,0
14,male,1.57,43.09,most of the time,no,not drive,not drive,no,no,no,no,0,0
15,male,1.78,68.04,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.7,72.58,always,no,0 times,0 days,no,no,no,no,0,0
14,male,1.63,49.9,most of the time,no,not drive,not drive,no,no,no,no,0,0
14,male,1.6,62.6,always,no,not drive,not drive,no,no,no,no,0,0
14,male,1.75,70.31,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.5,53.98,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.6,50.8,most of the time,no,not drive,not drive,no,no,yes,no,0,0
15,female,1.65,81.65,always,no,0 times,0 days,no,no,yes,yes,0,9
14,female,1.7,68.04,always,no,not drive,not drive,no,no,yes,yes,0,0
15,female,1.68,41.73,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.73,63.5,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.68,88.45,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.57,49.9,most of the time,yes,not drive,not drive,no,no,no,yes,0,0
14,female,1.68,56.7,most of the time,no,not drive,not drive,no,no,yes,yes,0,4
15,female,1.6,78.02,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.7,59.42,always,no,not drive,not drive,no,yes,yes,yes,0,0
15,female,1.7,44,always,no,not drive,not drive,no,no,no,no,0,0
14,female,1.57,48.99,always,no,not drive,not drive,no,no,yes,no,0,0
17,male,1.7,52.16,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.8,63.5,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.78,58.51,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.73,70.31,always,no,0 times,6 to 9 days,no,no,yes,no,0,0
17,male,1.8,81.65,always,no,0 times,1 or 2 days,yes,no,yes,no,0,0
17,male,1.83,123.83,most of the time,no,not drive,not drive,no,no,no,no,0,0
16,male,1.93,104.33,always,yes,not drive,not drive,no,no,yes,yes,0,0
17,male,1.75,99.79,sometimes,no,0 times,0 days,no,no,no,no,0,0
17,male,1.8,73.48,always,no,0 times,3 to 5 days,no,no,no,no,0,5
16,male,1.78,70.31,always,no,0 times,0 days,yes,no,no,no,1,18
16,female,1.63,49.9,always,no,0 times,1 or 2 days,no,no,no,no,0,0
17,female,1.65,52.16,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.73,67.13,always,yes,0 times,0 days,no,no,no,no,0,0
17,female,1.68,63.5,most of the time,yes,0 times,10 to 19 days,no,no,yes,no,0,0
16,female,1.63,72.58,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.68,74.84,always,no,0 times,3 to 5 days,no,no,no,no,0,0
17,female,1.52,61.24,always,no,not drive,not drive,no,no,no,no,0,0
16,female,1.57,51.71,most of the time,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.65,58.97,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.7,63.5,always,no,0 times,6 to 9 days,no,no,no,no,0,1
16,female,1.63,54.43,always,no,0 times,3 to 5 days,no,no,no,no,0,1
17,female,1.68,47.17,most of the time,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.83,77.11,always,yes,0 times,3 to 5 days,no,yes,no,yes,0,4
17,female,1.63,56.7,always,no,0 times,3 to 5 days,no,no,no,yes,0,0
16,female,1.7,45.36,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.8,85.28,always,no,0 times,3 to 5 days,no,no,no,no,0,0
17,male,1.83,86.18,rarely,yes,1 time,all 30 days,no,no,no,no,0,11
17,male,1.8,82.56,never,yes,0 times,all 30 days,no,no,no,no,0,4
17,male,1.78,70.31,always,yes,0 times,10 to 19 days,no,no,no,yes,11,6
17,male,1.83,79.38,always,no,0 times,10 to 19 days,yes,no,no,yes,0,5
17,male,1.7,65.77,always,no,not drive,not drive,yes,no,no,no,0,0
17,male,1.73,113.4,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.55,63.5,always,no,0 times,0 days,no,no,no,yes,0,2
17,female,1.6,58.97,always,yes,0 times,all 30 days,no,no,no,no,0,8
17,female,1.55,61.24,always,no,0 times,10 to 19 days,no,no,no,no,0,0
17,female,1.75,61.24,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.68,56.7,always,no,0 times,6 to 9 days,no,no,no,no,0,0
17,female,1.5,44,always,no,0 times,3 to 5 days,no,no,no,no,0,0
17,female,1.73,58.97,always,no,0 times,all 30 days,yes,no,no,no,0,1
17,female,1.7,81.65,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.75,49.9,most of the time,no,0 times,10 to 19 days,no,no,no,no,0,0
16,male,1.7,68.95,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.75,67.13,always,no,0 times,0 days,no,no,yes,yes,0,0
16,male,1.83,63.5,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.75,65.77,most of the time,no,0 times,1 or 2 days,no,no,no,no,0,2
16,male,1.85,67.13,most of the time,no,0 times,0 days,yes,no,no,yes,0,0
15,male,1.75,50.8,always,no,0 times,0 days,yes,no,no,yes,0,0
16,male,1.78,59.88,always,no,not drive,not drive,no,no,no,no,0,0
16,female,1.65,63.5,always,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.55,52.16,always,no,not drive,not drive,no,no,no,no,0,0
16,female,1.63,49.9,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.73,61.24,always,no,0 times,0 days,yes,no,no,yes,0,0
15,female,1.6,48.99,most of the time,no,0 times,0 days,no,no,no,yes,0,0
15,female,1.68,54.43,most of the time,no,0 times,1 or 2 days,no,no,no,no,0,0
15,female,1.7,70.31,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.57,54.43,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.6,45.81,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.73,55.34,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.65,72.58,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.65,53.98,most of the time,no,0 times,0 days,no,no,no,no,0,5
16,female,1.68,64.41,always,no,0 times,0 days,no,no,yes,no,0,0
16,female,1.63,58.06,always,no,0 times,0 days,no,no,yes,no,0,0
16,female,1.7,61.24,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.78,57.61,always,no,0 times,20 to 29 days,no,no,no,no,0,1
15,female,1.7,69.4,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.78,90.72,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.68,68.04,always,no,0 times,1 or 2 days,no,no,no,yes,0,0
17,female,1.73,67.13,most of the time,no,0 times,6 to 9 days,no,no,no,no,0,1
17,female,1.6,56.7,always,no,0 times,3 to 5 days,no,no,no,no,0,0
16,female,1.75,57.61,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.75,93.9,always,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.65,54.43,always,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.7,63.5,always,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.7,77.11,always,no,0 times,3 to 5 days,no,no,no,no,2,1
17,male,1.85,74.84,always,no,0 times,1 or 2 days,no,no,no,no,0,0
17,male,1.8,63.5,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.8,60.33,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.78,113.4,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.75,68.04,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.73,69.4,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,male,1.75,86.18,always,no,not drive,not drive,no,no,no,yes,0,2
17,male,1.78,58.97,always,no,0 times,1 or 2 days,yes,no,no,no,0,0
17,male,1.85,93.44,sometimes,no,0 times,20 to 29 days,no,no,no,yes,0,1
16,male,1.88,81.65,always,no,0 times,1 or 2 days,no,no,no,no,0,1
16,male,1.9,76.2,rarely,yes,1 time,all 30 days,yes,yes,yes,yes,0,6
16,male,1.73,58.97,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.63,77.11,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.57,74.84,always,no,0 times,3 to 5 days,no,no,no,yes,0,0
17,female,1.65,74.84,always,no,0 times,0 days,no,no,no,yes,0,0
16,female,1.57,58.97,always,yes,1 time,3 to 5 days,no,no,no,no,0,5
17,female,1.47,43.09,most of the time,no,0 times,0 days,no,no,no,no,0,0
17,female,1.6,48.54,always,no,0 times,0 days,no,no,yes,no,0,1
17,female,1.6,48.54,always,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.78,72.58,always,yes,2 or 3 times,10 to 19 days,no,no,no,yes,26,7
17,male,1.9,129.28,always,no,0 times,0 days,no,no,no,yes,0,0
17,male,1.83,74.84,always,no,0 times,0 days,no,no,yes,yes,0,2
14,female,1.6,63.05,never,no,not drive,not drive,no,no,no,no,0,0
15,female,1.45,41.73,sometimes,yes,0 times,0 days,no,no,no,no,0,0
15,female,1.55,46.72,sometimes,no,0 times,0 days,no,no,no,no,0,0
15,male,1.75,56.25,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.7,86.18,always,no,not drive,not drive,no,no,no,no,0,0
14,male,1.73,81.65,most of the time,no,not drive,not drive,no,no,no,yes,0,0
15,male,1.65,66.23,most of the time,yes,not drive,not drive,yes,no,no,no,0,0
14,male,1.75,55.34,most of the time,no,0 times,1 or 2 days,no,no,no,no,0,0
15,female,1.63,54.43,sometimes,no,0 times,0 days,no,no,yes,yes,0,0
17,female,1.57,61.24,rarely,no,0 times,1 or 2 days,no,no,no,no,0,0
17,female,1.73,64.86,most of the time,no,0 times,0 days,no,no,no,no,0,5
16,female,1.57,49.9,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.6,65.77,always,no,0 times,1 or 2 days,no,no,yes,yes,0,1
16,female,1.68,98.88,most of the time,no,not drive,not drive,no,no,no,yes,4,1
17,male,1.75,77.11,most of the time,no,not drive,not drive,no,no,no,yes,0,1
16,male,1.63,58.97,always,yes,0 times,0 days,no,no,no,no,0,8
16,male,1.7,56.7,sometimes,no,not drive,not drive,yes,yes,no,no,0,0
16,male,1.7,70.31,always,no,0 times,0 days,no,no,no,no,0,2
17,male,1.65,136.08,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.78,68.04,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,male,1.78,84.82,most of the time,no,not drive,not drive,no,no,no,no,0,0
16,male,1.73,59.88,most of the time,no,0 times,1 or 2 days,no,no,no,no,0,1
17,male,1.6,51.71,always,no,not drive,not drive,no,no,no,no,0,1
16,male,1.75,72.58,most of the time,no,not drive,not drive,no,no,yes,yes,0,0
16,male,1.8,70.76,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.75,57.61,most of the time,no,not drive,not drive,no,no,no,no,0,0
16,male,1.68,60.33,sometimes,no,0 times,0 days,no,no,yes,no,0,0
17,male,1.75,90.72,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,male,1.73,77.57,always,no,0 times,0 days,no,no,no,yes,0,0
17,male,1.65,63.5,sometimes,no,not drive,not drive,no,no,no,no,0,0
17,male,1.75,73.94,most of the time,no,not drive,not drive,no,no,no,yes,0,0
17,male,1.85,75.3,sometimes,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.68,54.43,always,no,not drive,not drive,no,no,no,yes,0,0
17,male,1.8,73.94,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.52,47.63,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,male,1.45,54.43,sometimes,no,not drive,not drive,no,no,no,no,0,0
17,female,1.63,65.77,sometimes,no,not drive,not drive,no,no,no,yes,0,2
17,male,1.75,92.99,sometimes,yes,not drive,not drive,no,no,no,no,0,3
17,female,1.65,45.36,always,no,not drive,not drive,no,no,no,yes,0,2
17,male,1.75,80.29,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,male,1.7,72.58,always,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.6,90.72,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.7,68.04,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.75,74.84,sometimes,no,not drive,not drive,no,no,no,no,0,0
17,male,1.73,70.31,always,yes,0 times,0 days,no,no,no,no,0,0
17,male,1.7,65.77,always,no,not drive,not drive,no,no,no,yes,0,4
17,male,1.83,90.72,always,no,0 times,0 days,no,no,no,yes,0,0
17,male,1.73,63.5,sometimes,yes,not drive,not drive,no,no,no,no,0,1
17,male,1.7,69.4,most of the time,no,0 times,0 days,no,no,no,no,0,0
17,male,1.73,78.93,rarely,no,0 times,0 days,no,no,no,no,0,0
17,male,1.73,65.77,sometimes,yes,not drive,not drive,yes,no,no,no,0,0
17,male,1.78,72.12,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.63,49.9,rarely,yes,0 times,0 days,no,no,no,yes,0,4
17,female,1.52,55.34,sometimes,no,not drive,not drive,no,no,no,no,0,1
17,female,1.6,68.04,rarely,no,not drive,not drive,yes,no,no,no,0,4
17,female,1.57,89.81,rarely,no,not drive,not drive,no,no,no,yes,0,0
17,male,1.8,84.37,sometimes,no,not drive,not drive,no,no,no,yes,0,10
17,male,1.7,74.84,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,male,1.65,51.26,always,no,0 times,0 days,no,no,no,yes,0,0
16,male,1.73,85.28,always,yes,not drive,not drive,no,no,no,no,0,0
16,male,1.7,79.38,most of the time,no,not drive,not drive,yes,no,no,no,0,6
16,male,1.85,72.58,always,no,0 times,0 days,no,no,no,no,0,1
17,male,1.8,70.31,most of the time,no,0 times,1 or 2 days,no,no,no,no,0,1
16,male,1.68,61.24,always,no,not drive,not drive,yes,no,no,no,0,0
16,male,1.73,58.51,most of the time,no,not drive,not drive,no,no,no,no,0,0
15,female,1.75,62.14,always,no,not drive,not drive,yes,no,no,no,0,1
17,female,1.52,58.06,most of the time,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.68,56.7,always,no,not drive,not drive,no,no,no,no,0,3
17,female,1.57,72.58,always,no,not drive,not drive,no,no,yes,yes,1,4
17,female,1.68,53.52,always,no,not drive,not drive,no,yes,yes,yes,0,0
17,male,1.78,63.5,sometimes,no,not drive,not drive,no,no,no,no,0,0
17,male,1.65,61.24,most of the time,no,0 times,0 days,yes,yes,yes,yes,0,0
17,male,1.63,72.58,always,yes,0 times,0 days,no,no,no,yes,0,9
17,male,1.83,95.26,most of the time,no,not drive,not drive,no,no,no,no,0,0
16,male,1.85,95.26,most of the time,yes,0 times,0 days,yes,no,no,no,7,6
16,male,1.68,79.38,never,no,0 times,0 days,no,no,no,no,0,4
16,male,1.65,81.65,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.65,69.85,sometimes,no,not drive,not drive,no,no,no,no,0,1
17,female,1.68,56.7,always,no,not drive,not drive,no,no,no,no,0,3
16,male,1.78,69.85,always,yes,6 or more times,all 30 days,yes,no,yes,yes,30,30
17,male,1.73,82.1,sometimes,no,not drive,not drive,no,yes,yes,yes,0,0
16,male,1.78,51.26,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,male,1.78,56.7,always,no,0 times,0 days,no,no,no,yes,1,4
15,male,1.68,56.7,always,no,not drive,not drive,no,no,no,yes,0,0
17,male,1.75,72.58,always,no,0 times,0 days,no,no,no,no,0,2
17,male,1.68,74.84,always,no,not drive,not drive,no,no,no,no,0,1
17,male,1.75,94.35,sometimes,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.68,65.77,most of the time,no,0 times,0 days,no,no,yes,no,0,0
16,female,1.6,84.37,always,no,not drive,not drive,no,no,no,yes,0,5
17,female,1.7,79.38,never,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.65,58.51,always,yes,not drive,not drive,no,no,yes,no,5,0
17,female,1.6,89.81,most of the time,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.6,60.33,rarely,no,not drive,not drive,no,no,yes,no,0,0
